Time,GPU1 Load,GPU2 Load,GPU3 Load,GPU4 Load,Total Memory Change
0.0357816219329834,0.0,0.0,0.0,0.0,12.0
1.0735387802124023,0.0,0.0,0.0,0.0,12.0
2.109795093536377,0.0,0.0,0.0,0.0,12.0
3.1494667530059814,30.0,0.0,0.0,0.0,1559.0
4.18937087059021,34.0,0.0,0.0,0.0,5459.0
5.228603363037109,0.0,32.0,0.0,0.0,9228.0
6.271388530731201,7.000000000000001,0.0,0.0,0.0,12466.0
7.3116796016693115,20.0,0.0,0.0,0.0,12710.0
8.349785804748535,37.0,37.0,0.0,0.0,12862.0
9.391093254089355,37.0,35.0,0.0,0.0,12884.0
10.431672096252441,40.0,41.0,0.0,0.0,12918.0
11.46909213066101,41.0,40.0,0.0,0.0,12922.0
12.509360551834106,42.0,40.0,0.0,0.0,12966.0
13.548990726470947,42.0,42.0,0.0,0.0,12968.0
14.588777303695679,43.0,43.0,0.0,0.0,13028.0
15.62891149520874,41.0,43.0,0.0,0.0,13064.0
16.668668031692505,44.0,40.0,0.0,0.0,13172.0
17.713104009628296,42.0,45.0,0.0,0.0,13172.0
18.754700660705566,43.0,42.0,0.0,0.0,13268.0
19.79521346092224,43.0,43.0,0.0,0.0,13372.0
20.83409070968628,44.0,44.0,0.0,0.0,13484.0
21.875731468200684,44.0,44.0,0.0,0.0,13604.0
22.91728162765503,43.0,44.0,0.0,0.0,13732.0
23.959017515182495,42.0,45.0,0.0,0.0,13732.0
25.00000309944153,47.0,48.0,0.0,0.0,13868.0
26.0403733253479,46.0,42.0,0.0,0.0,14012.0
27.08139181137085,42.0,48.0,0.0,0.0,14164.0
28.119475841522217,45.0,42.0,0.0,0.0,14164.0
29.156726837158203,46.0,42.0,0.0,0.0,14324.0
30.198076009750366,46.0,47.0,0.0,0.0,14492.0
31.2385733127594,44.0,48.0,0.0,0.0,14492.0
32.2783989906311,44.0,48.0,0.0,0.0,14668.0
33.31761693954468,45.0,48.0,0.0,0.0,14852.0
34.35764145851135,46.0,45.0,0.0,0.0,14852.0
35.39742684364319,45.0,47.0,0.0,0.0,15044.0
36.437458515167236,34.0,33.0,0.0,0.0,15046.0
37.478315114974976,38.0,38.0,0.0,0.0,15046.0
38.51969504356384,40.0,36.0,0.0,0.0,15046.0
39.5597083568573,41.0,39.0,0.0,0.0,15046.0
40.59713006019592,42.0,41.0,0.0,0.0,15046.0
41.638572454452515,43.0,42.0,0.0,0.0,15046.0
42.67876052856445,42.0,44.0,0.0,0.0,15046.0
43.71933054924011,40.0,41.0,0.0,0.0,15046.0
44.756712913513184,41.0,44.0,0.0,0.0,15046.0
45.797553300857544,41.0,44.0,0.0,0.0,15046.0
