Time,GPU1 Load,GPU2 Load,GPU3 Load,GPU4 Load,Total Memory Change
0.042128562927246094,37.0,20.0,25.0,40.0,4242.0
1.0850260257720947,43.0,23.0,23.0,17.0,4242.0
2.127713441848755,35.0,38.0,42.0,12.0,4242.0
3.171283483505249,38.0,28.000000000000004,53.0,22.0,4242.0
4.214252233505249,50.0,48.0,79.0,18.0,4244.0
5.257833242416382,95.0,56.00000000000001,59.0,40.0,4246.0
6.306023120880127,94.0,36.0,38.0,43.0,4246.0
7.345188856124878,96.0,64.0,68.0,49.0,4246.0
8.386260509490967,96.0,67.0,67.0,52.0,4250.0
9.424801349639893,94.0,66.0,60.0,63.0,4252.0
10.471089363098145,93.0,64.0,56.99999999999999,75.0,4254.0
11.515936374664307,82.0,67.0,64.0,48.0,4254.0
12.555840492248535,79.0,62.0,63.0,48.0,4256.0
13.597846269607544,80.0,61.0,66.0,89.0,4274.0
14.63787055015564,76.0,90.0,60.0,80.0,6639.0
15.6778085231781,72.0,88.0,60.0,80.0,10656.0
16.71726655960083,70.0,82.0,44.0,81.0,13365.0
17.783921480178833,64.0,53.0,34.0,85.0,16636.0
18.826375722885132,64.0,51.0,35.0,56.99999999999999,17398.0
19.865312814712524,60.0,75.0,57.99999999999999,59.0,18264.0
20.909913778305054,65.0,54.0,53.0,60.0,19116.0
21.952500343322754,77.0,43.0,25.0,63.0,19210.0
22.995401859283447,64.0,26.0,23.0,28.999999999999996,19232.0
24.03887915611267,38.0,28.999999999999996,25.0,40.0,19232.0
25.082066297531128,48.0,22.0,31.0,41.0,19232.0
26.125738382339478,43.0,28.999999999999996,26.0,53.0,19232.0
27.168565273284912,46.0,27.0,28.000000000000004,56.99999999999999,19266.0
28.21156072616577,60.0,25.0,34.0,56.00000000000001,19304.0
29.254657983779907,55.00000000000001,27.0,27.0,52.0,19616.0
30.299304008483887,43.0,31.0,34.0,52.0,19784.0
31.342957735061646,49.0,37.0,45.0,51.0,20144.0
32.38794016838074,47.0,31.0,28.999999999999996,46.0,20336.0
33.43088221549988,45.0,28.000000000000004,34.0,50.0,20640.0
34.47369313240051,56.00000000000001,35.0,42.0,35.0,20960.0
35.51671886444092,61.0,25.0,39.0,52.0,21184.0
